,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
364522,2008,1,16,3,,1805,,1933,FL,142,N289AT,,88.0,,,,ATL,TPA,406,,,1,B,0,,,,,
113914,2008,1,17,4,2013.0,1840,2218.0,2055,XE,2165,N13936,125.0,135.0,77.0,83.0,93.0,CLT,EWR,529,9.0,39.0,0,,0,0.0,0.0,0.0,0.0,83.0
402363,2008,1,19,6,1641.0,1650,1803.0,1805,MQ,4004,N816AE,142.0,135.0,102.0,-2.0,-9.0,CLT,ORD,599,5.0,35.0,0,,0,,,,,
501060,2008,1,3,4,1601.0,1535,1832.0,1820,AA,1181,N3BUAA,211.0,225.0,172.0,12.0,26.0,PHL,DFW,1302,13.0,26.0,0,,0,,,,,
402310,2008,1,28,1,1516.0,1500,1702.0,1650,MQ,4002,N637AE,106.0,110.0,91.0,12.0,16.0,ORD,XNA,522,3.0,12.0,0,,0,,,,,
593345,2008,1,5,6,1835.0,1816,2054.0,2043,DL,865,N3749D,259.0,267.0,233.0,11.0,19.0,MSY,LAX,1671,8.0,18.0,0,,0,,,,,
243081,2008,1,3,4,1035.0,1029,1304.0,1302,UA,865,N562UA,269.0,273.0,246.0,2.0,6.0,ORD,SMF,1781,5.0,18.0,0,,0,,,,,
461341,2008,1,23,3,555.0,600,928.0,925,9E,3756,88969E,153.0,145.0,108.0,3.0,-5.0,TUL,DTW,790,6.0,39.0,0,,0,,,,,
394469,2008,1,2,3,1113.0,1115,1217.0,1225,MQ,3682,N624AE,64.0,70.0,46.0,-8.0,-2.0,TUL,DFW,237,10.0,8.0,0,,0,,,,,
601213,2008,1,11,5,1700.0,1705,1913.0,1915,DL,1464,N975DL,73.0,70.0,45.0,-2.0,-5.0,PNS,ATL,272,17.0,11.0,0,,0,,,,,
24811,2008,1,10,4,1020.0,1025,1131.0,1135,WN,207,N387SW,131.0,130.0,110.0,-4.0,-5.0,PHX,SMF,647,5.0,16.0,0,,0,,,,,
253158,2008,1,4,5,1510.0,1018,1723.0,1200,UA,1511,N497UA,133.0,102.0,79.0,323.0,292.0,LAS,SFO,414,37.0,17.0,0,,0,0.0,292.0,31.0,0.0,0.0
319019,2008,1,28,1,901.0,900,1025.0,1027,DL,1479,N941DL,84.0,87.0,55.0,-2.0,1.0,RDU,ATL,356,12.0,17.0,0,,0,,,,,
397936,2008,1,7,1,1351.0,1355,1716.0,1715,MQ,3831,N660CL,145.0,140.0,112.0,1.0,-4.0,DFW,CAE,922,5.0,28.0,0,,0,,,,,
499972,2008,1,11,5,554.0,600,729.0,745,AA,1143,N510AA,155.0,165.0,141.0,-16.0,-6.0,TPA,DFW,929,6.0,8.0,0,,0,,,,,
187955,2008,1,12,6,554.0,600,736.0,744,OO,5884,N719SK,102.0,104.0,67.0,-8.0,-6.0,BZN,DEN,525,11.0,24.0,0,,0,,,,,
324888,2008,1,13,7,1920.0,1920,1935.0,1936,EV,4217,N682BR,75.0,76.0,48.0,-1.0,0.0,ATL,MEI,267,3.0,24.0,0,,0,,,,,
572732,2008,1,11,5,51.0,55,520.0,538,CO,1496,N32404,149.0,163.0,130.0,-18.0,-4.0,LAS,IAH,1222,8.0,11.0,0,,0,,,,,
113891,2008,1,20,7,1157.0,1157,1328.0,1317,XE,2461,N14940,91.0,80.0,72.0,11.0,0.0,JAN,IAH,351,12.0,7.0,0,,0,,,,,
343707,2008,1,13,7,1102.0,1105,1147.0,1157,EV,4839,N755EV,105.0,112.0,79.0,-10.0,-3.0,ATL,MSY,425,5.0,21.0,0,,0,,,,,
566175,2008,1,28,1,1610.0,1605,1920.0,1915,CO,1820,N14613,130.0,130.0,91.0,5.0,5.0,IAH,ATL,689,13.0,26.0,0,,0,,,,,
460761,2008,1,30,3,943.0,945,1112.0,1110,9E,3737,80009E,89.0,85.0,45.0,2.0,-2.0,IND,DTW,231,8.0,36.0,0,,0,,,,,
464,2008,1,3,4,1811.0,1725,2016.0,1940,WN,109,N269WN,65.0,75.0,52.0,36.0,46.0,LAX,PHX,370,6.0,7.0,0,,0,5.0,0.0,0.0,0.0,31.0
532359,2008,1,13,7,2250.0,2300,2322.0,2334,AQ,261,N836AL,32.0,34.0,22.0,-12.0,-10.0,OGG,HNL,100,2.0,8.0,0,,0,,,,,
399106,2008,1,29,2,1657.0,1605,1843.0,1755,MQ,3886,N844AE,106.0,110.0,88.0,48.0,52.0,GPT,DFW,500,9.0,9.0,0,,0,0.0,0.0,0.0,0.0,48.0
236047,2008,1,7,1,1531.0,1533,1616.0,1610,UA,595,N579UA,105.0,97.0,85.0,6.0,-2.0,OMA,DEN,472,7.0,13.0,0,,0,,,,,
173771,2008,1,3,4,1456.0,1435,1500.0,1451,OO,5982,N770SK,64.0,76.0,48.0,9.0,21.0,IND,ORD,177,6.0,10.0,0,,0,,,,,
251949,2008,1,14,1,733.0,735,928.0,937,UA,1471,N486UA,235.0,242.0,221.0,-9.0,-2.0,TPA,DEN,1506,5.0,9.0,0,,0,,,,,
120775,2008,1,18,5,1630.0,1630,1755.0,1748,XE,2735,N12530,85.0,78.0,62.0,7.0,0.0,LRD,IAH,301,12.0,11.0,0,,0,,,,,
537710,2008,1,10,4,1931.0,1927,2305.0,2316,AS,131,N566AS,394.0,409.0,361.0,-11.0,4.0,ORD,ANC,2846,4.0,29.0,0,,0,,,,,
95422,2008,1,17,4,1100.0,1100,1237.0,1245,XE,200,N21197,97.0,105.0,83.0,-8.0,0.0,RNO,GEG,572,4.0,10.0,0,,0,,,,,
596278,2008,1,7,1,557.0,600,739.0,748,DL,1620,N634DL,102.0,108.0,83.0,-9.0,-3.0,FLL,ATL,581,6.0,13.0,0,,0,,,,,
563224,2008,1,15,2,911.0,905,1419.0,1410,CO,471,N29129,248.0,245.0,203.0,9.0,6.0,EWR,SJU,1608,5.0,40.0,0,,0,,,,,
466255,2008,1,25,5,1125.0,1115,1249.0,1245,9E,5651,85059E,84.0,90.0,61.0,4.0,10.0,MSP,BIS,386,3.0,20.0,0,,0,,,,,
428166,2008,1,3,4,1113.0,1120,1342.0,1338,NW,315,N325NB,209.0,198.0,163.0,4.0,-7.0,JFK,MSP,1028,11.0,35.0,0,,0,,,,,
72925,2008,1,25,5,1021.0,1020,1120.0,1120,WN,684,N603SW,59.0,60.0,48.0,0.0,1.0,LBB,DAL,293,3.0,8.0,0,,0,,,,,
56310,2008,1,20,7,1326.0,1330,1607.0,1625,WN,67,N480WN,101.0,115.0,91.0,-18.0,-4.0,MDW,ORF,704,4.0,6.0,0,,0,,,,,
426078,2008,1,26,6,1207.0,1209,1334.0,1246,NW,227,N3324L,87.0,37.0,25.0,48.0,-2.0,DTW,FNT,56,3.0,59.0,0,,0,0.0,0.0,48.0,0.0,0.0
493710,2008,1,2,3,603.0,600,740.0,740,AA,836,N255AA,97.0,100.0,72.0,0.0,3.0,MCI,DFW,460,7.0,18.0,0,,0,,,,,
529145,2008,1,24,4,1051.0,1100,1343.0,1405,AA,2478,N5FNAA,232.0,245.0,216.0,-22.0,-9.0,SJU,BOS,1674,5.0,11.0,0,,0,,,,,
553519,2008,1,13,7,1824.0,1825,2047.0,2110,B6,534,N583JB,143.0,165.0,118.0,-23.0,-1.0,TPA,EWR,998,10.0,15.0,0,,0,,,,,
522189,2008,1,11,5,725.0,725,912.0,915,AA,2013,N631AA,227.0,230.0,208.0,-3.0,0.0,ORD,LAS,1515,7.0,12.0,0,,0,,,,,
172534,2008,1,2,3,807.0,745,1116.0,1053,OO,6710,N728SK,129.0,128.0,110.0,23.0,22.0,LAX,ASE,737,4.0,15.0,0,,0,23.0,0.0,0.0,0.0,0.0
219431,2008,1,15,2,2225.0,2225,610.0,604,UA,44,N677UA,285.0,279.0,259.0,6.0,0.0,LAX,IAD,2288,11.0,15.0,0,,0,,,,,
190207,2008,1,14,1,1645.0,1645,1819.0,1818,OO,3724,N299SW,94.0,93.0,69.0,1.0,0.0,SLC,CPR,320,4.0,21.0,0,,0,,,,,
65286,2008,1,23,3,1345.0,1335,1844.0,1850,WN,836,N284WN,179.0,195.0,164.0,-6.0,10.0,DEN,BWI,1491,5.0,10.0,0,,0,,,,,
591256,2008,1,3,4,2013.0,1950,2123.0,2055,DL,1496,N914DL,70.0,65.0,45.0,28.0,23.0,CVG,PIT,256,10.0,15.0,0,,0,23.0,0.0,5.0,0.0,0.0
47550,2008,1,17,4,659.0,650,1312.0,1245,WN,214,N234WN,253.0,235.0,238.0,27.0,9.0,PDX,MDW,1751,4.0,11.0,0,,0,0.0,9.0,18.0,0.0,0.0
155767,2008,1,9,3,1755.0,1800,1828.0,1842,OH,5340,N804CA,33.0,42.0,19.0,-14.0,-5.0,DAY,CVG,64,1.0,13.0,0,,0,,,,,
127837,2008,1,11,5,1330.0,1340,1429.0,1440,XE,2244,N14508,59.0,60.0,42.0,-11.0,-10.0,GRR,CLE,214,5.0,12.0,0,,0,,,,,
311656,2008,1,22,2,1502.0,1505,1641.0,1658,DL,1531,N653DL,99.0,113.0,75.0,-17.0,-3.0,ATL,MIA,595,7.0,17.0,0,,0,,,,,
39348,2008,1,15,2,1203.0,1145,1323.0,1315,WN,2438,N385SW,140.0,150.0,120.0,8.0,18.0,HOU,DEN,883,8.0,12.0,0,,0,,,,,
315381,2008,1,25,5,2309.0,2240,2345.0,2314,DL,1429,N3740C,96.0,94.0,81.0,31.0,29.0,ATL,MSY,425,6.0,9.0,0,,0,13.0,0.0,2.0,0.0,16.0
312236,2008,1,23,3,703.0,705,841.0,850,DL,551,N721TW,98.0,105.0,76.0,-9.0,-2.0,ATL,BWI,576,6.0,16.0,0,,0,,,,,
250803,2008,1,9,3,,615,,910,UA,1430,,,115.0,,,,LAS,DEN,629,,,1,A,0,,,,,
527100,2008,1,6,7,1252.0,1235,1508.0,1500,AA,2348,N4WBAA,136.0,145.0,102.0,8.0,17.0,DFW,ORD,802,7.0,27.0,0,,0,,,,,
507201,2008,1,9,3,753.0,800,958.0,1000,AA,1397,N4XHAA,125.0,120.0,89.0,-2.0,-7.0,OMA,DFW,583,11.0,25.0,0,,0,,,,,
195577,2008,1,17,4,1247.0,1220,1509.0,1355,OO,5553,N578SW,142.0,95.0,86.0,74.0,27.0,SFO,MFR,329,2.0,54.0,0,,0,74.0,0.0,0.0,0.0,0.0
286644,2008,1,24,4,1602.0,1608,1847.0,1852,US,548,N155AW,105.0,104.0,92.0,-5.0,-6.0,RNO,PHX,601,5.0,8.0,0,,0,,,,,
570961,2008,1,24,4,625.0,630,927.0,920,CO,1892,N14242,182.0,170.0,152.0,7.0,-5.0,EWR,MCO,938,4.0,26.0,0,,0,,,,,
366150,2008,1,18,5,645.0,645,834.0,827,FL,989,N919AT,109.0,102.0,88.0,7.0,0.0,PIT,ATL,526,8.0,13.0,0,,0,,,,,
179638,2008,1,7,1,2126.0,1940,115.0,2323,OO,4074,N607SK,169.0,163.0,125.0,112.0,106.0,SLC,AUS,1085,7.0,37.0,0,,0,112.0,0.0,0.0,0.0,0.0
259623,2008,1,3,4,1753.0,1800,1859.0,1923,US,2185,N762US,66.0,83.0,40.0,-24.0,-7.0,LGA,DCA,214,2.0,24.0,0,,0,,,,,
506111,2008,1,1,2,1243.0,1235,1609.0,1620,AA,1356,N447AA,146.0,165.0,132.0,-11.0,8.0,DFW,IAD,1172,4.0,10.0,0,,0,,,,,
460775,2008,1,7,1,2138.0,2109,2313.0,2258,9E,3739,80249E,95.0,109.0,67.0,15.0,29.0,DTW,BTV,536,3.0,25.0,0,,0,0.0,0.0,0.0,0.0,15.0
138233,2008,1,13,7,,2352,,215,YV,2984,N37178,,83.0,,,,LAS,SLC,368,,,1,B,0,,,,,
241635,2008,1,26,6,1549.0,1545,2040.0,2033,UA,800,N935UA,171.0,168.0,148.0,7.0,4.0,DEN,DTW,1123,11.0,12.0,0,,0,,,,,
460532,2008,1,10,4,557.0,600,806.0,817,9E,3730,80019E,129.0,137.0,105.0,-11.0,-3.0,CHS,DTW,668,11.0,13.0,0,,0,,,,,
231914,2008,1,22,2,2041.0,2045,2126.0,2132,UA,465,N435UA,45.0,47.0,30.0,-6.0,-4.0,DEN,EGE,121,4.0,11.0,0,,0,,,,,
236532,2008,1,12,6,1056.0,1100,1340.0,1345,UA,610,N312UA,104.0,105.0,81.0,-5.0,-4.0,ORD,DCA,612,2.0,21.0,0,,0,,,,,
487592,2008,1,10,4,918.0,920,1310.0,1340,AA,560,N4XWAA,172.0,200.0,158.0,-30.0,-2.0,DFW,EWR,1372,5.0,9.0,0,,0,,,,,
24018,2008,1,10,4,2036.0,2025,2152.0,2155,WN,172,N783SW,136.0,150.0,120.0,-3.0,11.0,MDW,DEN,895,6.0,10.0,0,,0,,,,,
285128,2008,1,23,3,1631.0,1634,1735.0,1745,US,425,N175AW,64.0,71.0,50.0,-10.0,-3.0,PHX,ELP,347,2.0,12.0,0,,0,,,,,
595914,2008,1,7,1,1328.0,1330,2109.0,2105,DL,1120,N638DL,281.0,275.0,243.0,4.0,-2.0,SEA,ATL,2182,17.0,21.0,0,,0,,,,,
235336,2008,1,8,2,1510.0,1345,1718.0,1600,UA,574,N515UA,68.0,75.0,50.0,78.0,85.0,ORD,DTW,235,9.0,9.0,0,,0,0.0,0.0,0.0,0.0,78.0
182337,2008,1,9,3,1448.0,1455,1747.0,1805,OO,1992,N800SK,119.0,130.0,103.0,-18.0,-7.0,MKE,ATL,669,5.0,11.0,0,,0,,,,,
64565,2008,1,23,3,655.0,700,944.0,1000,WN,1357,N355SW,109.0,120.0,98.0,-16.0,-5.0,ABQ,HOU,759,3.0,8.0,0,,0,,,,,
343502,2008,1,7,1,1325.0,1325,1505.0,1459,EV,4832,N684BR,100.0,94.0,70.0,6.0,0.0,MLB,ATL,443,10.0,20.0,0,,0,,,,,
517420,2008,1,17,4,1840.0,1625,2120.0,1755,AA,1807,N518AA,160.0,90.0,70.0,205.0,135.0,MSP,ORD,334,8.0,82.0,0,,0,0.0,0.0,191.0,0.0,14.0
349970,2008,1,15,2,1504.0,1455,1629.0,1625,F9,575,N908FR,85.0,90.0,69.0,4.0,9.0,DEN,SLC,391,4.0,12.0,0,,0,,,,,
426764,2008,1,23,3,2125.0,2106,106.0,1,NW,250,N525US,221.0,175.0,152.0,65.0,19.0,DTW,FLL,1127,5.0,64.0,0,,0,2.0,0.0,46.0,0.0,17.0
206203,2008,1,24,4,1259.0,1305,1546.0,1543,OO,3969,N457SW,107.0,98.0,93.0,3.0,-6.0,MFR,SLC,575,4.0,10.0,0,,0,,,,,
284004,2008,1,22,2,1730.0,1545,1853.0,1713,US,1238,N717UW,83.0,88.0,55.0,100.0,105.0,RDU,PHL,336,21.0,7.0,0,,0,0.0,0.0,100.0,0.0,0.0
179719,2008,1,7,1,1609.0,1606,1707.0,1710,OO,5445,N270YV,58.0,64.0,48.0,-3.0,3.0,SBP,SFO,191,4.0,6.0,0,,0,,,,,
15846,2008,1,8,2,802.0,800,853.0,850,WN,1134,N391SW,51.0,50.0,32.0,3.0,2.0,BWI,ORF,159,4.0,15.0,0,,0,,,,,
557377,2008,1,21,1,1507.0,1510,1728.0,1732,B6,119,N281JB,201.0,202.0,179.0,-4.0,-3.0,JFK,MSY,1182,3.0,19.0,0,,0,,,,,
4787,2008,1,4,5,1520.0,1515,1649.0,1640,WN,3659,N638SW,89.0,85.0,78.0,9.0,5.0,PDX,SMF,479,4.0,7.0,0,,0,,,,,
448285,2008,1,12,6,853.0,900,1042.0,1035,NW,1467,N925US,109.0,95.0,69.0,7.0,-7.0,MSP,MOT,449,7.0,33.0,0,,0,,,,,
244540,2008,1,23,3,2137.0,2140,48.0,27,UA,925,N411UA,371.0,347.0,344.0,21.0,-3.0,IAD,LAX,2288,6.0,21.0,0,,0,0.0,0.0,21.0,0.0,0.0
263974,2008,1,6,7,2127.0,2045,2329.0,2257,US,19,N657AW,302.0,312.0,286.0,32.0,42.0,TPA,LAS,1984,7.0,9.0,0,,0,20.0,0.0,0.0,0.0,12.0
57195,2008,1,20,7,1254.0,1250,1354.0,1410,WN,226,N286WN,180.0,200.0,170.0,-16.0,4.0,SAT,LAX,1210,5.0,5.0,0,,0,,,,,
574337,2008,1,31,4,1202.0,1051,1253.0,1147,CO,178,N18112,51.0,56.0,35.0,66.0,71.0,SAT,IAH,191,7.0,9.0,0,,0,0.0,0.0,18.0,0.0,48.0
455940,2008,1,5,6,1156.0,1117,1403.0,1340,9E,2872,80339E,127.0,143.0,106.0,23.0,39.0,BNA,MSP,695,8.0,13.0,0,,0,23.0,0.0,0.0,0.0,0.0
602060,2008,1,12,6,1618.0,1623,1813.0,1820,DL,936,N133DN,115.0,117.0,86.0,-7.0,-5.0,FLL,ATL,581,11.0,18.0,0,,0,,,,,
602214,2008,1,12,6,751.0,755,921.0,936,DL,1153,N605DL,90.0,101.0,74.0,-15.0,-4.0,ATL,RSW,515,4.0,12.0,0,,0,,,,,
387111,2008,1,18,5,1230.0,1220,1509.0,1430,MQ,3372,N833AE,159.0,130.0,117.0,39.0,10.0,CID,DFW,685,18.0,24.0,0,,0,0.0,0.0,29.0,0.0,10.0
288805,2008,1,26,6,1147.0,1145,1622.0,1632,US,765,N917UW,215.0,227.0,193.0,-10.0,2.0,PHL,SJU,1576,7.0,15.0,0,,0,,,,,
447137,2008,1,5,6,906.0,908,930.0,921,NW,1415,N9343,84.0,73.0,57.0,9.0,-2.0,DTW,MDW,229,6.0,21.0,0,,0,,,,,
592037,2008,1,4,5,1650.0,1645,1840.0,1844,DL,747,N373DA,290.0,299.0,273.0,-4.0,5.0,CVG,SEA,1964,8.0,9.0,0,,0,,,,,
603272,2008,1,13,7,1727.0,1735,1951.0,1938,DL,1063,N907DE,144.0,123.0,108.0,13.0,-8.0,PHF,ATL,508,22.0,14.0,0,,0,,,,,
127053,2008,1,21,1,1425.0,1425,1600.0,1607,XE,3019,N14950,95.0,102.0,76.0,-7.0,0.0,IAH,BHM,562,3.0,16.0,0,,0,,,,,
473194,2008,1,29,2,1238.0,1240,1402.0,1410,9E,5854,85329E,84.0,90.0,59.0,-8.0,-2.0,ROC,DTW,296,14.0,11.0,0,,0,,,,,
21979,2008,1,9,3,1919.0,1920,2032.0,2045,WN,1395,N419WN,73.0,85.0,62.0,-13.0,-1.0,SMF,SAN,480,2.0,9.0,0,,0,,,,,
452482,2008,1,17,4,1014.0,1016,1055.0,1057,NW,1737,N770NC,101.0,101.0,80.0,-2.0,-2.0,DTW,BNA,457,8.0,13.0,0,,0,,,,,
466694,2008,1,26,6,2225.0,2230,2338.0,2345,9E,5665,84169E,73.0,75.0,50.0,-7.0,-5.0,MSP,GFK,284,4.0,19.0,0,,0,,,,,
532463,2008,1,28,1,757.0,810,827.0,844,AQ,267,N835AL,30.0,34.0,24.0,-17.0,-13.0,OGG,HNL,100,3.0,3.0,0,,0,,,,,
394423,2008,1,16,3,1300.0,1310,1406.0,1415,MQ,3680,N833AE,66.0,65.0,46.0,-9.0,-10.0,FSM,DFW,228,11.0,9.0,0,,0,,,,,
167677,2008,1,29,2,2150.0,2200,2330.0,2338,OH,5213,N924CA,100.0,98.0,82.0,-8.0,-10.0,DCA,LEX,414,8.0,10.0,0,,0,,,,,
457494,2008,1,6,7,,1918,,1940,9E,2929,,,82.0,,,,DTW,GRB,288,,,1,B,0,,,,,
582938,2008,1,20,7,1258.0,1230,1500.0,1452,CO,84,N16607,122.0,142.0,92.0,8.0,28.0,ATL,EWR,745,9.0,21.0,0,,0,,,,,
573801,2008,1,23,3,1827.0,1750,2106.0,2023,CO,228,N36207,279.0,273.0,227.0,43.0,37.0,EWR,DEN,1605,6.0,46.0,0,,0,11.0,0.0,6.0,0.0,26.0
219776,2008,1,12,6,2230.0,2210,511.0,506,UA,54,N596UA,281.0,296.0,258.0,5.0,20.0,KOA,SFO,2367,5.0,18.0,0,,0,,,,,
20879,2008,1,9,3,830.0,830,937.0,945,WN,304,N643SW,67.0,75.0,56.0,-8.0,0.0,OAK,LAX,337,5.0,6.0,0,,0,,,,,
375913,2008,1,2,3,726.0,730,803.0,804,HA,115,N479HA,37.0,34.0,23.0,-1.0,-4.0,OGG,HNL,100,5.0,9.0,0,,0,,,,,
233012,2008,1,13,7,1135.0,1133,1300.0,1302,UA,501,N376UA,85.0,89.0,70.0,-2.0,2.0,SFO,SAN,447,2.0,13.0,0,,0,,,,,
245941,2008,1,12,6,1704.0,1539,2011.0,1916,UA,1063,N524UA,307.0,337.0,281.0,55.0,85.0,SJU,ORD,2072,3.0,23.0,0,,0,16.0,0.0,0.0,0.0,39.0
380779,2008,1,4,5,,1600,,1733,MQ,3077,,,93.0,,,,LAX,MRY,267,,,1,B,0,,,,,
271249,2008,1,12,6,1117.0,1117,1147.0,1159,US,472,N652AW,90.0,102.0,68.0,-12.0,0.0,PHX,BUR,369,4.0,18.0,0,,0,,,,,
51116,2008,1,18,5,1228.0,1225,1328.0,1330,WN,624,N672SW,60.0,65.0,49.0,-2.0,3.0,PHX,ELP,347,5.0,6.0,0,,0,,,,,
402517,2008,1,18,5,1556.0,1540,1806.0,1725,MQ,4009,N922AE,130.0,105.0,94.0,41.0,16.0,ORD,BHM,584,4.0,32.0,0,,0,5.0,0.0,25.0,0.0,11.0
268393,2008,1,10,4,2203.0,2159,620.0,643,US,144,N909AW,317.0,344.0,301.0,-23.0,4.0,KOA,PHX,2860,8.0,8.0,0,,0,,,,,
555369,2008,1,17,4,601.0,600,857.0,855,B6,371,N552JB,176.0,175.0,156.0,2.0,1.0,LGA,FLL,1076,4.0,16.0,0,,0,,,,,
191650,2008,1,14,1,1754.0,1758,1942.0,1954,OO,6767,N727SK,168.0,176.0,147.0,-12.0,-4.0,BNA,DEN,1013,6.0,15.0,0,,0,,,,,
227195,2008,1,31,4,,1900,,2112,UA,334,,,72.0,,,,ORD,CMH,296,,,1,B,0,,,,,
102827,2008,1,23,3,755.0,755,1131.0,1117,XE,2084,N14952,156.0,142.0,112.0,14.0,0.0,COS,IAH,809,13.0,31.0,0,,0,,,,,
320924,2008,1,30,3,,1525,,1801,DL,599,N377DA,,156.0,,,,EWR,ATL,745,,,1,C,0,,,,,
103960,2008,1,18,5,837.0,845,945.0,1002,XE,3146,N19503,68.0,77.0,54.0,-17.0,-8.0,CLE,DCA,310,6.0,8.0,0,,0,,,,,
204135,2008,1,22,2,1857.0,1845,2219.0,2212,OO,6740,N909SW,142.0,147.0,120.0,7.0,12.0,DEN,BNA,1013,7.0,15.0,0,,0,,,,,
412173,2008,1,8,2,704.0,710,840.0,845,MQ,4365,N629AE,96.0,95.0,66.0,-5.0,-6.0,OMA,ORD,416,8.0,22.0,0,,0,,,,,
23421,2008,1,10,4,1159.0,1200,1838.0,1850,WN,991,N246LV,219.0,230.0,202.0,-12.0,-1.0,LAS,CMH,1772,4.0,13.0,0,,0,,,,,
516515,2008,1,17,4,1406.0,1330,1641.0,1550,AA,1763,N629AA,215.0,200.0,192.0,51.0,36.0,MIA,ORD,1197,6.0,17.0,0,,0,0.0,0.0,38.0,0.0,13.0
307153,2008,1,18,5,1017.0,1020,1123.0,1134,DL,1708,N945DL,66.0,74.0,37.0,-11.0,-3.0,ATL,CLT,227,4.0,25.0,0,,0,,,,,
205515,2008,1,23,3,1547.0,1545,1659.0,1710,OO,6491,N929SW,72.0,85.0,52.0,-11.0,2.0,LAX,SMF,373,4.0,16.0,0,,0,,,,,
519205,2008,1,13,7,1911.0,1905,2152.0,2200,AA,1876,N5FNAA,161.0,175.0,137.0,-8.0,6.0,MIA,LGA,1097,6.0,18.0,0,,0,,,,,
587881,2008,1,18,5,851.0,852,1007.0,1013,CO,1507,N19136,136.0,141.0,120.0,-6.0,-1.0,TPA,IAH,787,6.0,10.0,0,,0,,,,,
37234,2008,1,14,1,1751.0,1755,1908.0,1910,WN,1777,N237WN,137.0,135.0,121.0,-2.0,-4.0,ORF,MDW,704,8.0,8.0,0,,0,,,,,
109717,2008,1,21,1,639.0,645,1038.0,1047,XE,2846,N18114,179.0,182.0,159.0,-9.0,-6.0,SAT,CLE,1241,7.0,13.0,0,,0,,,,,
521689,2008,1,26,6,1347.0,1350,1427.0,1430,AA,1985,N637AA,40.0,40.0,18.0,-3.0,-3.0,SJU,STT,68,3.0,19.0,0,,0,,,,,
241518,2008,1,18,5,1123.0,1130,1300.0,1246,UA,792,N338UA,97.0,76.0,61.0,14.0,-7.0,MSP,ORD,334,6.0,30.0,0,,0,,,,,
154606,2008,1,7,1,626.0,630,804.0,812,OH,5401,N729CA,98.0,102.0,62.0,-8.0,-4.0,BOS,BWI,370,5.0,31.0,0,,0,,,,,
480438,2008,1,11,5,,815,,925,AA,301,,,70.0,,,,ORD,STL,258,,,1,C,0,,,,,
350183,2008,1,16,3,2131.0,2140,2343.0,2359,F9,513,N901FR,252.0,259.0,227.0,-16.0,-9.0,LGA,DEN,1619,6.0,19.0,0,,0,,,,,
145474,2008,1,23,3,2145.0,1625,2308.0,1723,YV,7155,N77302,83.0,58.0,33.0,345.0,320.0,ORD,SPI,174,4.0,46.0,0,,0,0.0,0.0,345.0,0.0,0.0
369481,2008,1,24,4,1730.0,1730,1839.0,1844,FL,297,N985AT,129.0,134.0,116.0,-5.0,0.0,ATL,HOU,696,3.0,10.0,0,,0,,,,,
498866,2008,1,16,3,758.0,800,859.0,900,AA,1109,N4WYAA,61.0,60.0,33.0,-1.0,-2.0,DFW,AUS,190,8.0,20.0,0,,0,,,,,
207619,2008,1,25,5,1015.0,1020,1159.0,1204,OO,3774,N463SW,104.0,104.0,63.0,-5.0,-5.0,SLC,COS,410,6.0,35.0,0,,0,,,,,
301806,2008,1,2,3,2000.0,1925,2120.0,2055,WN,2900,N438WN,80.0,90.0,68.0,25.0,35.0,TUL,HOU,453,3.0,9.0,0,,0,0.0,0.0,0.0,0.0,25.0
443899,2008,1,10,4,1801.0,1808,1927.0,1952,NW,1143,N1309T,86.0,104.0,66.0,-25.0,-7.0,BWI,DTW,408,5.0,15.0,0,,0,,,,,
557024,2008,1,20,7,1529.0,1430,1811.0,1735,B6,544,N589JB,162.0,185.0,128.0,36.0,59.0,PBI,EWR,1024,7.0,27.0,0,,0,0.0,0.0,36.0,0.0,0.0
406753,2008,1,30,3,816.0,755,947.0,920,MQ,4166,N522AE,91.0,85.0,60.0,27.0,21.0,ORD,BNA,409,4.0,27.0,0,,0,0.0,10.0,6.0,0.0,11.0
245329,2008,1,23,3,905.0,910,1507.0,1521,UA,952,N417UA,242.0,251.0,218.0,-14.0,-5.0,PHX,IAD,1956,8.0,16.0,0,,0,,,,,
581133,2008,1,28,1,1306.0,1240,1725.0,1644,CO,290,N30401,199.0,184.0,152.0,41.0,26.0,SLC,IAH,1195,10.0,37.0,0,,0,0.0,2.0,15.0,0.0,24.0
387212,2008,1,3,4,1606.0,1610,1703.0,1705,MQ,3375,N624AE,57.0,55.0,33.0,-2.0,-4.0,DAL,AUS,189,16.0,8.0,0,,0,,,,,
298154,2008,1,1,2,1455.0,1450,1610.0,1605,WN,3308,N310SW,75.0,75.0,63.0,5.0,5.0,SMF,LAS,397,5.0,7.0,0,,0,,,,,
404966,2008,1,19,6,600.0,605,733.0,725,MQ,4100,N657AE,153.0,140.0,116.0,8.0,-5.0,RIC,ORD,642,25.0,12.0,0,,0,,,,,
207337,2008,1,24,4,650.0,700,741.0,758,OO,6716,N702SK,51.0,58.0,27.0,-17.0,-10.0,ASE,DEN,125,4.0,20.0,0,,0,,,,,
